bytes                 , mode, len,   count, at, pfx, osz, asz, seg, rep  , variant    , arm                   , args                                                                                   , res             , end_expr         , end, end_ok, text
8d1c4b                ,   32,   3,       6,  0,   0,   4,   4,    ,      , lea        , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , "lea ebx, [ebx+ecx*2]                  "
6683e678              ,   16,   4,       6,  8,   1,   4,   2,    ,      , and_mis    , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , "and esi, 0x78                         "
6683e60f              ,   16,   4,       6,  8,   1,   4,   2,    ,      , and_mis    , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , "and esi, 0xF                          "
2b8ab8010000          ,   32,   6,       6,  0,   0,   4,   4,    ,      , sub_rm     , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , "sub ecx, [edx+0x1B8]                  "
2a4e68                ,   32,   3,       6,  0,   0,   4,   4,    ,      , sub_rm     , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , "sub cl, [esi+0x68]                    "
66894cd006            ,   32,   5,       6,  8,   1,   2,   4,    ,      , mov_mr     , mov_mr                , "modrm8{kind=sib_d8,mod=1,reg=1,rm=4,b=0,x=2,s=3,disp=6@32:8};w=1                       ", move=3          , @modrm8          ,  32,      1, "mov [eax+edx*8+6], cx                 "
6681ea00580d00        ,   16,   7,       6,  8,   1,   4,   2,    ,      , sub_miz    , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , "sub edx, 0xD5800                      "
8d74d7fc              ,   32,   4,       6,  0,   0,   4,   4,    ,      , lea        , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , "lea esi, [edi+edx*8-4]                "
8b4c1a14              ,   32,   4,       6,  0,   0,   4,   4,    ,      , mov_rm     , mov_rm                , "modrm8{kind=sib_d8,mod=1,reg=1,rm=4,b=2,x=3,s=0,disp=20@24:8};w=1                      ", move=2          , @modrm8          ,  32,      1, "mov ecx, [edx+ebx+0x14]               "
8d1cfe                ,   32,   3,       6,  0,   0,   4,   4,    ,      , lea        , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , "lea ebx, [esi+edi*8]                  "
0fbf13                ,   32,   3,       6,  0,   0,   4,   4,    ,      , movsx_w    , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , "movsx edx, word [ebx]                 "
66c74470fe0000        ,   32,   7,       6,  8,   1,   2,   4,    ,      , mov_miz    , mov_miz               , "modrm8{kind=sib_d8,mod=1,reg=0,rm=4,b=0,x=6,s=1,disp=-2@32:8};immz=0x0@40:16           ", move=4          , @modrm8 + p.osz*8,  48,      1, "mov word [eax+esi*2-2], 0             "
c644081c20            ,   32,   5,       6,  0,   0,   4,   4,    ,      , mov_mi8    , mov_mi8               , "modrm8{kind=sib_d8,mod=1,reg=0,rm=4,b=0,x=1,s=0,disp=28@24:8};imm8=0x20@32:8           ", move=4          , @modrm8 + 8      ,  40,      1, "mov byte [eax+ecx+0x1C], 0x20         "
c644080902            ,   32,   5,       6,  0,   0,   4,   4,    ,      , mov_mi8    , mov_mi8               , "modrm8{kind=sib_d8,mod=1,reg=0,rm=4,b=0,x=1,s=0,disp=9@24:8};imm8=0x2@32:8             ", move=4          , @modrm8 + 8      ,  40,      1, "mov byte [eax+ecx+9], 2               "
0fbec1                ,   32,   3,       6,  0,   0,   4,   4,    ,      , movsx_b    , movsx_b               , "modrm16{kind=reg_direct,mod=3,reg=0,rm=1}                                              ", move=9          , @modrm16         ,  24,      1, "movsx eax, cl                         "
8d5c88fc              ,   32,   4,       6,  0,   0,   4,   4,    ,      , lea        , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , "lea ebx, [eax+ecx*4-4]                "
2e678a983000f1ff      ,   16,   8,       6, 16,   2,   2,   4, cs ,      , mov_rm     , mov_rm                , "modrm8{kind=base_d32,mod=2,reg=3,rm=0,b=0,disp=-982992@32:32};w=0                      ", move=2          , @modrm8          ,  48,      1, "mov bl, [cs:eax-0xEFFD0]              "
85c9                  ,   16,   2,       6,  0,   0,   2,   2,    ,      , test_mr    , test_mr               , "modrm8{kind=reg_direct,mod=3,reg=1,rm=1};w=1                                           ", alu=7           , @modrm8          ,  16,      1, "test cx, cx                           "
8c04                  ,   16,   2,       6,  0,   0,   2,   2,    ,      , mov_msreg  , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , "mov [si], es                          "
8d2c88                ,   32,   3,       6,  0,   0,   4,   4,    ,      , lea        , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , "lea ebp, [eax+ecx*4]                  "
894c3258              ,   32,   4,       6,  0,   0,   4,   4,    ,      , mov_mr     , mov_mr                , "modrm8{kind=sib_d8,mod=1,reg=1,rm=4,b=2,x=6,s=0,disp=88@24:8};w=1                      ", move=3          , @modrm8          ,  32,      1, "mov [edx+esi+0x58], ecx               "
894c3248              ,   32,   4,       6,  0,   0,   4,   4,    ,      , mov_mr     , mov_mr                , "modrm8{kind=sib_d8,mod=1,reg=1,rm=4,b=2,x=6,s=0,disp=72@24:8};w=1                      ", move=3          , @modrm8          ,  32,      1, "mov [edx+esi+0x48], ecx               "
8d4cb040              ,   32,   4,       6,  0,   0,   4,   4,    ,      , lea        , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , "lea ecx, [eax+esi*4+0x40]             "
8d3456                ,   32,   3,       6,  0,   0,   4,   4,    ,      , lea        , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , "lea esi, [esi+edx*2]                  "
6639c7                ,   16,   3,       6,  8,   1,   4,   2,    ,      , cmp_mr     , cmp_mr                , "modrm8{kind=reg_direct,mod=3,reg=0,rm=7};w=1                                           ", alu=4           , @modrm8          ,  16,      1, "cmp edi, eax                          "
0faf8a84000000        ,   32,   7,       6,  0,   0,   4,   4,    ,      , imul_rm    , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , "imul ecx, [edx+0x84]                  "
0faf8a80000000        ,   32,   7,       6,  0,   0,   4,   4,    ,      , imul_rm    , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , "imul ecx, [edx+0x80]                  "
66f7c601000000        ,   16,   7,       6,  8,   1,   4,   2,    ,      , test_mi    , test_mi               , "modrm8{kind=reg_direct,mod=3,reg=0,rm=6};imm=0x1@24:32;w=1                             ", alu=7           , @modrm8 + sz*8   ,  48,      1, "test esi, 1                           "
0fb66a01              ,   32,   4,       6,  0,   0,   4,   4,    ,      , movzx_b    , movzx_b               , "modrm16{kind=base_d8,mod=1,reg=5,rm=2,b=2,disp=1@24:8}                                 ", move=8          , @modrm16         ,  32,      1, "movzx ebp, byte [edx+1]               "
8944b150              ,   32,   4,       6,  0,   0,   4,   4,    ,      , mov_mr     , mov_mr                , "modrm8{kind=sib_d8,mod=1,reg=0,rm=4,b=1,x=6,s=2,disp=80@24:8};w=1                      ", move=3          , @modrm8          ,  32,      1, "mov [ecx+esi*4+0x50], eax             "
2108                  ,   32,   2,       6,  0,   0,   4,   4,    ,      , and_mr     , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , "and [eax], ecx                        "
85c0                  ,   16,   2,       6,  0,   0,   2,   2,    ,      , test_mr    , test_mr               , "modrm8{kind=reg_direct,mod=3,reg=0,rm=0};w=1                                           ", alu=7           , @modrm8          ,  16,      1, "test ax, ax                           "
0b4ee8                ,   16,   3,       6,  0,   0,   2,   2,    ,      , or_rm      , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , "or cx, [bp-0x18]                      "
0b4e06                ,   16,   3,       6,  0,   0,   2,   2,    ,      , or_rm      , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , "or cx, [bp+6]                         "
0245fc                ,   32,   3,       6,  0,   0,   4,   4,    ,      , add_rm     , add_rm                , "modrm8{kind=base_d8,mod=1,reg=0,rm=5,b=5,disp=-4@16:8};w=0                             ", alu=3           , @modrm8          ,  24,      1, "add al, [ebp-4]                       "
0245f4                ,   32,   3,       6,  0,   0,   4,   4,    ,      , add_rm     , add_rm                , "modrm8{kind=base_d8,mod=1,reg=0,rm=5,b=5,disp=-12@16:8};w=0                            ", alu=3           , @modrm8          ,  24,      1, "add al, [ebp-0xC]                     "
67668b7b04            ,   16,   5,       6, 16,   2,   4,   4,    ,      , mov_rm     , mov_rm                , "modrm8{kind=base_d8,mod=1,reg=7,rm=3,b=3,disp=4@32:8};w=1                              ", move=2          , @modrm8          ,  24,      1, "mov edi, [ebx+4]                      "
8d0c48                ,   32,   3,       6,  0,   0,   4,   4,    ,      , lea        , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , "lea ecx, [eax+ecx*2]                  "
0138                  ,   32,   2,       6,  0,   0,   4,   4,    ,      , add_mr     , add_mr                , "modrm8{kind=base,mod=0,reg=7,rm=0,b=0};w=1                                             ", alu=3           , @modrm8          ,  16,      1, "add [eax], edi                        "
6601f8                ,   16,   3,       6,  8,   1,   4,   2,    ,      , add_mr     , add_mr                , "modrm8{kind=reg_direct,mod=3,reg=7,rm=0};w=1                                           ", alu=3           , @modrm8          ,  16,      1, "add eax, edi                          "
8c6c2430              ,   32,   4,       6,  0,   0,   4,   4,    ,      , mov_msreg  , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , "mov [esp+0x30], gs                    "
67668db8c0f00000      ,   16,   8,       6, 16,   2,   4,   4,    ,      , lea        , lea:base_d32          , "modrm8{kind=base_d32,mod=2,reg=7,rm=0,b=0,disp=61632@32:32}                            ", move=5          , @modrm8          ,  48,      1, "lea edi, [eax+0xF0C0]                 "
8d344dfeffffff        ,   32,   7,       6,  0,   0,   4,   4,    ,      , lea        , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , "lea esi, [ecx*2-2]                    "
660fb67904            ,   32,   5,       6,  8,   1,   2,   4,    ,      , movzx_b    , movzx_b               , "modrm16{kind=base_d8,mod=1,reg=7,rm=1,b=1,disp=4@32:8}                                 ", move=8          , @modrm16         ,  32,      1, "movzx di, byte [ecx+4]                "
2e678baa0000f1ff      ,   16,   8,       6, 16,   2,   2,   4, cs ,      , mov_rm     , mov_rm                , "modrm8{kind=base_d32,mod=2,reg=5,rm=2,b=2,disp=-983040@32:32};w=1                      ", move=2          , @modrm8          ,  48,      1, "mov bp, [cs:edx-0xF0000]              "
0faf4710              ,   32,   4,       6,  0,   0,   4,   4,    ,      , imul_rm    , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , "imul eax, [edi+0x10]                  "
8994b180000000        ,   32,   7,       6,  0,   0,   4,   4,    ,      , mov_mr     , mov_mr                , "modrm8{kind=sib_d32,mod=2,reg=2,rm=4,b=1,x=6,s=2,disp=128@24:32};w=1                   ", move=3          , @modrm8          ,  56,      1, "mov [ecx+esi*4+0x80], edx             "
6631d8                ,   16,   3,       6,  8,   1,   4,   2,    ,      , xor_mr     , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , "xor eax, ebx                          "
678b730a              ,   16,   4,       6,  8,   1,   2,   4,    ,      , mov_rm     , mov_rm                , "modrm8{kind=base_d8,mod=1,reg=6,rm=3,b=3,disp=10@24:8};w=1                             ", move=2          , @modrm8          ,  24,      1, "mov si, [ebx+0xA]                     "
678a5605              ,   16,   4,       6,  8,   1,   2,   4,    ,      , mov_rm     , mov_rm                , "modrm8{kind=base_d8,mod=1,reg=2,rm=6,b=6,disp=5@24:8};w=0                              ", move=2          , @modrm8          ,  24,      1, "mov dl, [esi+5]                       "
3a4a01                ,   32,   3,       6,  0,   0,   4,   4,    ,      , cmp_rm     , cmp_rm                , "modrm8{kind=base_d8,mod=1,reg=1,rm=2,b=2,disp=1@16:8};w=0                              ", alu=4           , @modrm8          ,  24,      1, "cmp cl, [edx+1]                       "
6766897c240c          ,   16,   6,       6, 16,   2,   4,   4,    ,      , mov_mr     , mov_mr                , "modrm8{kind=sib_d8,mod=1,reg=7,rm=4,b=4,s=0,disp=12@40:8};w=1                          ", move=3          , @modrm8          ,  32,      1, "mov [esp+0xC], edi                    "
6639c5                ,   16,   3,       6,  8,   1,   4,   2,    ,      , cmp_mr     , cmp_mr                , "modrm8{kind=reg_direct,mod=3,reg=0,rm=5};w=1                                           ", alu=4           , @modrm8          ,  16,      1, "cmp ebp, eax                          "
8b6e06                ,   16,   3,       6,  0,   0,   2,   2,    ,      , mov_rm     , mov_rm                , "modrm8{kind=base16_d8,mod=1,reg=5,rm=6,disp=6@16:8};w=1                                ", move=2          , @modrm8          ,  24,      1, "mov bp, [bp+6]                        "
8a4f03                ,   16,   3,       6,  0,   0,   2,   2,    ,      , mov_rm     , mov_rm                , "modrm8{kind=base16_d8,mod=1,reg=1,rm=7,disp=3@16:8};w=0                                ", move=2          , @modrm8          ,  24,      1, "mov cl, [bx+3]                        "
8a4f01                ,   16,   3,       6,  0,   0,   2,   2,    ,      , mov_rm     , mov_rm                , "modrm8{kind=base16_d8,mod=1,reg=1,rm=7,disp=1@16:8};w=0                                ", move=2          , @modrm8          ,  24,      1, "mov cl, [bx+1]                        "
8b348d90c31480        ,   32,   7,       6,  0,   0,   4,   4,    ,      , mov_rm     , mov_rm                , "modrm8{kind=sib_abs,mod=0,reg=6,rm=4,x=1,s=2,disp=-2146122864@24:32};w=1               ", move=2          , @modrm8          ,  56,      1, "mov esi, [ecx*4-0x7FEB3C70]           "
8b348d8078f95f        ,   32,   7,       6,  0,   0,   4,   4,    ,      , mov_rm     , mov_rm                , "modrm8{kind=sib_abs,mod=0,reg=6,rm=4,x=1,s=2,disp=1610184832@24:32};w=1                ", move=2          , @modrm8          ,  56,      1, "mov esi, [ecx*4+0x5FF97880]           "
6629f8                ,   16,   3,       6,  8,   1,   4,   2,    ,      , sub_mr     , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , "sub eax, edi                          "
886801                ,   32,   3,       6,  0,   0,   4,   4,    ,      , mov_mr     , mov_mr                , "modrm8{kind=base_d8,mod=1,reg=5,rm=0,b=0,disp=1@16:8};w=0                              ", move=3          , @modrm8          ,  24,      1, "mov [eax+1], ch                       "
66c78268ffffffdc00    ,   32,   9,       6,  8,   1,   2,   4,    ,      , mov_miz    , mov_miz               , "modrm8{kind=base_d32,mod=2,reg=0,rm=2,b=2,disp=-152@24:32};immz=0xdc@56:16             ", move=4          , @modrm8 + p.osz*8,  64,      1, "mov word [edx-0x98], 0xDC             "
66c78264ffffff0104    ,   32,   9,       6,  8,   1,   2,   4,    ,      , mov_miz    , mov_miz               , "modrm8{kind=base_d32,mod=2,reg=0,rm=2,b=2,disp=-156@24:32};immz=0x401@56:16            ", move=4          , @modrm8 + p.osz*8,  64,      1, "mov word [edx-0x9C], 0x401            "
67668b6c2422          ,   16,   6,       6, 16,   2,   4,   4,    ,      , mov_rm     , mov_rm                , "modrm8{kind=sib_d8,mod=1,reg=5,rm=4,b=4,s=0,disp=34@40:8};w=1                          ", move=2          , @modrm8          ,  32,      1, "mov ebp, [esp+0x22]                   "
67668b6c2404          ,   16,   6,       6, 16,   2,   4,   4,    ,      , mov_rm     , mov_rm                , "modrm8{kind=sib_d8,mod=1,reg=5,rm=4,b=4,s=0,disp=4@40:8};w=1                           ", move=2          , @modrm8          ,  32,      1, "mov ebp, [esp+4]                      "
67668d4204            ,   16,   5,       6, 16,   2,   4,   4,    ,      , lea        , lea:base_d8           , "modrm8{kind=base_d8,mod=1,reg=0,rm=2,b=2,disp=4@32:8}                                  ", move=5          , @modrm8          ,  24,      1, "lea eax, [edx+4]                      "
67668d4202            ,   16,   5,       6, 16,   2,   4,   4,    ,      , lea        , lea:base_d8           , "modrm8{kind=base_d8,mod=1,reg=0,rm=2,b=2,disp=2@32:8}                                  ", move=5          , @modrm8          ,  24,      1, "lea eax, [edx+2]                      "
660fafc7              ,   16,   4,       6,  8,   1,   4,   2,    ,      , imul_rm    , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , "imul eax, edi                         "
235df4                ,   32,   3,       6,  0,   0,   4,   4,    ,      , and_rm     , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , "and ebx, [ebp-0xC]                    "
898431a8020000        ,   32,   7,       6,  0,   0,   4,   4,    ,      , mov_mr     , mov_mr                , "modrm8{kind=sib_d32,mod=2,reg=0,rm=4,b=1,x=6,s=0,disp=680@24:32};w=1                   ", move=3          , @modrm8          ,  56,      1, "mov [ecx+esi+0x2A8], eax              "
ff343a                ,   32,   3,       6,  0,   0,   4,   4,    ,      , push_m     , push_m                , "modrm8{kind=sib_base,mod=0,reg=6,rm=4,b=2,x=7,s=0}                                     ", stack=3         , @modrm8          ,  24,      1, push dword [edx+edi]
66c74441020000        ,   32,   7,       6,  8,   1,   2,   4,    ,      , mov_miz    , mov_miz               , "modrm8{kind=sib_d8,mod=1,reg=0,rm=4,b=1,x=0,s=1,disp=2@32:8};immz=0x0@40:16            ", move=4          , @modrm8 + p.osz*8,  48,      1, "mov word [ecx+eax*2+2], 0             "
66c74441fe0000        ,   32,   7,       6,  8,   1,   2,   4,    ,      , mov_miz    , mov_miz               , "modrm8{kind=sib_d8,mod=1,reg=0,rm=4,b=1,x=0,s=1,disp=-2@32:8};immz=0x0@40:16           ", move=4          , @modrm8 + p.osz*8,  48,      1, "mov word [ecx+eax*2-2], 0             "
2e67668b7b0e          ,   16,   6,       6, 24,   3,   4,   4, cs ,      , mov_rm     , mov_rm                , "modrm8{kind=base_d8,mod=1,reg=7,rm=3,b=3,disp=14@40:8};w=1                             ", move=2          , @modrm8          ,  24,      1, "mov edi, [cs:ebx+0xE]                 "
2e67668b7b22          ,   16,   6,       6, 24,   3,   4,   4, cs ,      , mov_rm     , mov_rm                , "modrm8{kind=base_d8,mod=1,reg=7,rm=3,b=3,disp=34@40:8};w=1                             ", move=2          , @modrm8          ,  24,      1, "mov edi, [cs:ebx+0x22]                "
8d4cce10              ,   32,   4,       6,  0,   0,   4,   4,    ,      , lea        , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , "lea ecx, [esi+ecx*8+0x10]             "
8d1c06                ,   32,   3,       6,  0,   0,   4,   4,    ,      , lea        , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , "lea ebx, [esi+eax]                    "
8c642450              ,   32,   4,       6,  0,   0,   4,   4,    ,      , mov_msreg  , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , "mov [esp+0x50], fs                    "
8d04fa                ,   32,   3,       6,  0,   0,   4,   4,    ,      , lea        , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , "lea eax, [edx+edi*8]                  "
67660fb7780a          ,   16,   6,       6, 16,   2,   4,   4,    ,      , movzx_w    , movzx_w               , "modrm16{kind=base_d8,mod=1,reg=7,rm=0,b=0,disp=10@40:8}                                ", move=8          , @modrm16         ,  32,      1, "movzx edi, word [eax+0xA]             "
295104                ,   32,   3,       6,  0,   0,   4,   4,    ,      , sub_mr     , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , "sub [ecx+4], edx                      "
392f                  ,   32,   2,       6,  0,   0,   4,   4,    ,      , cmp_mr     , cmp_mr                , "modrm8{kind=base,mod=0,reg=5,rm=7,b=7};w=1                                             ", alu=4           , @modrm8          ,  16,      1, "cmp [edi], ebp                        "
8d7808                ,   16,   3,       6,  0,   0,   2,   2,    ,      , lea        , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , "lea di, [bx+si+8]                     "
8d78f8                ,   16,   3,       6,  0,   0,   2,   2,    ,      , lea        , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , "lea di, [bx+si-8]                     "
668b4c1304            ,   32,   5,       6,  8,   1,   2,   4,    ,      , mov_rm     , mov_rm                , "modrm8{kind=sib_d8,mod=1,reg=1,rm=4,b=3,x=2,s=0,disp=4@32:8};w=1                       ", move=2          , @modrm8          ,  32,      1, "mov cx, [ebx+edx+4]                   "
678a06                ,   16,   3,       6,  8,   1,   2,   4,    ,      , mov_rm     , mov_rm                , "modrm8{kind=base,mod=0,reg=0,rm=6,b=6};w=0                                             ", move=2          , @modrm8          ,  16,      1, "mov al, [esi]                         "
678a4e06              ,   16,   4,       6,  8,   1,   2,   4,    ,      , mov_rm     , mov_rm                , "modrm8{kind=base_d8,mod=1,reg=1,rm=6,b=6,disp=6@24:8};w=0                              ", move=2          , @modrm8          ,  24,      1, "mov cl, [esi+6]                       "
8d4c1306              ,   32,   4,       6,  0,   0,   4,   4,    ,      , lea        , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , "lea ecx, [ebx+edx+6]                  "
8d340b                ,   32,   3,       6,  0,   0,   4,   4,    ,      , lea        , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , "lea esi, [ebx+ecx]                    "
67668d431a            ,   16,   5,       6, 16,   2,   4,   4,    ,      , lea        , lea:base_d8           , "modrm8{kind=base_d8,mod=1,reg=0,rm=3,b=3,disp=26@32:8}                                 ", move=5          , @modrm8          ,  24,      1, "lea eax, [ebx+0x1A]                   "
6683f201              ,   16,   4,       6,  8,   1,   4,   2,    ,      , xor_mis    , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , "xor edx, 1                            "
83bc31a802000000      ,   32,   8,       6,  0,   0,   4,   4,    ,      , cmp_mis    , cmp_mis               , "modrm8{kind=sib_d32,mod=2,reg=7,rm=4,b=1,x=6,s=0,disp=680@24:32};imm8=0x0@56:8         ", alu=4           , @modrm8 + 8      ,  64,      1, "cmp dword [ecx+esi+0x2A8], 0          "
67668d5d03            ,   16,   5,       6, 16,   2,   4,   4,    ,      , lea        , lea:base_d8           , "modrm8{kind=base_d8,mod=1,reg=3,rm=5,b=5,disp=3@32:8}                                  ", move=5          , @modrm8          ,  24,      1, "lea ebx, [ebp+3]                      "
2e67668b902c00f1ff    ,   16,   9,       6, 24,   3,   4,   4, cs ,      , mov_rm     , mov_rm                , "modrm8{kind=base_d32,mod=2,reg=2,rm=0,b=0,disp=-982996@40:32};w=1                      ", move=2          , @modrm8          ,  48,      1, "mov edx, [cs:eax-0xEFFD4]             "
660fb7fd              ,   16,   4,       6,  8,   1,   4,   2,    ,      , movzx_w    , movzx_w               , "modrm16{kind=reg_direct,mod=3,reg=7,rm=5}                                              ", move=8          , @modrm16         ,  24,      1, "movzx edi, bp                         "
85fb                  ,   32,   2,       6,  0,   0,   4,   4,    ,      , test_mr    , test_mr               , "modrm8{kind=reg_direct,mod=3,reg=7,rm=3};w=1                                           ", alu=7           , @modrm8          ,  16,      1, "test ebx, edi                         "
017e14                ,   32,   3,       6,  0,   0,   4,   4,    ,      , add_mr     , add_mr                , "modrm8{kind=base_d8,mod=1,reg=7,rm=6,b=6,disp=20@16:8};w=1                             ", alu=3           , @modrm8          ,  24,      1, "add [esi+0x14], edi                   "
0fb7541102            ,   32,   5,       6,  0,   0,   4,   4,    ,      , movzx_w    , movzx_w               , "modrm16{kind=sib_d8,mod=1,reg=2,rm=4,b=1,x=2,s=0,disp=2@32:8}                          ", move=8          , @modrm16         ,  40,      1, "movzx edx, word [ecx+edx+2]           "
201e                  ,   32,   2,       6,  0,   0,   4,   4,    ,      , and_mr     , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , "and [esi], bl                         "
0fb70446              ,   32,   4,       6,  0,   0,   4,   4,    ,      , movzx_w    , movzx_w               , "modrm16{kind=sib_base,mod=0,reg=0,rm=4,b=6,x=0,s=1}                                    ", move=8          , @modrm16         ,  32,      1, "movzx eax, word [esi+eax*2]           "
66895e04              ,   16,   4,       6,  8,   1,   4,   2,    ,      , mov_mr     , mov_mr                , "modrm8{kind=base16_d8,mod=1,reg=3,rm=6,disp=4@24:8};w=1                                ", move=3          , @modrm8          ,  24,      1, "mov [bp+4], ebx                       "
67668d7d02            ,   16,   5,       6, 16,   2,   4,   4,    ,      , lea        , lea:base_d8           , "modrm8{kind=base_d8,mod=1,reg=7,rm=5,b=5,disp=2@32:8}                                  ", move=5          , @modrm8          ,  24,      1, "lea edi, [ebp+2]                      "
8b748760              ,   32,   4,       6,  0,   0,   4,   4,    ,      , mov_rm     , mov_rm                , "modrm8{kind=sib_d8,mod=1,reg=6,rm=4,b=7,x=0,s=2,disp=96@24:8};w=1                      ", move=2          , @modrm8          ,  32,      1, "mov esi, [edi+eax*4+0x60]             "
037608                ,   32,   3,       6,  0,   0,   4,   4,    ,      , add_rm     , add_rm                , "modrm8{kind=base_d8,mod=1,reg=6,rm=6,b=6,disp=8@16:8};w=1                              ", alu=3           , @modrm8          ,  24,      1, "add esi, [esi+8]                      "
037604                ,   32,   3,       6,  0,   0,   4,   4,    ,      , add_rm     , add_rm                , "modrm8{kind=base_d8,mod=1,reg=6,rm=6,b=6,disp=4@16:8};w=1                              ", alu=3           , @modrm8          ,  24,      1, "add esi, [esi+4]                      "
8d845da6fdffff        ,   32,   7,       6,  0,   0,   4,   4,    ,      , lea        , lea:sib_d32           , "modrm8{kind=sib_d32,mod=2,reg=0,rm=4,b=5,x=3,s=1,disp=-602@24:32}                      ", move=5          , @modrm8          ,  56,      1, "lea eax, [ebp+ebx*2-0x25A]            "
67668b5310            ,   16,   5,       6, 16,   2,   4,   4,    ,      , mov_rm     , mov_rm                , "modrm8{kind=base_d8,mod=1,reg=2,rm=3,b=3,disp=16@32:8};w=1                             ", move=2          , @modrm8          ,  24,      1, "mov edx, [ebx+0x10]                   "
892c                  ,   16,   2,       6,  0,   0,   2,   2,    ,      , mov_mr     , mov_mr                , "modrm8{kind=base16,mod=0,reg=5,rm=4};w=1                                               ", move=3          , @modrm8          ,  16,      1, "mov [si], bp                          "
0fb63c17              ,   32,   4,       6,  0,   0,   4,   4,    ,      , movzx_b    , movzx_b               , "modrm16{kind=sib_base,mod=0,reg=7,rm=4,b=7,x=2,s=0}                                    ", move=8          , @modrm16         ,  32,      1, "movzx edi, byte [edi+edx]             "
67668b400c            ,   16,   5,       6, 16,   2,   4,   4,    ,      , mov_rm     , mov_rm                , "modrm8{kind=base_d8,mod=1,reg=0,rm=0,b=0,disp=12@32:8};w=1                             ", move=2          , @modrm8          ,  24,      1, "mov eax, [eax+0xC]                    "
8d4413ff              ,   32,   4,       6,  0,   0,   4,   4,    ,      , lea        , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , "lea eax, [ebx+edx-1]                  "
2b46d4                ,   16,   3,       6,  0,   0,   2,   2,    ,      , sub_rm     , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , "sub ax, [bp-0x2C]                     "
2b46f0                ,   16,   3,       6,  0,   0,   2,   2,    ,      , sub_rm     , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , "sub ax, [bp-0x10]                     "
8c442434              ,   32,   4,       6,  0,   0,   4,   4,    ,      , mov_msreg  , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , "mov [esp+0x34], es                    "
091530f0dfff          ,   32,   6,       6,  0,   0,   4,   4,    ,      , or_mr      , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , "or [0xFFDFF030], edx                  "
0915602612a0          ,   32,   6,       6,  0,   0,   4,   4,    ,      , or_mr      , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , "or [0xA0122660], edx                  "
89540b0c              ,   32,   4,       6,  0,   0,   4,   4,    ,      , mov_mr     , mov_mr                , "modrm8{kind=sib_d8,mod=1,reg=2,rm=4,b=3,x=1,s=0,disp=12@24:8};w=1                      ", move=3          , @modrm8          ,  32,      1, "mov [ebx+ecx+0xC], edx                "
89ef                  ,   32,   2,       6,  0,   0,   4,   4,    ,      , mov_mr     , mov_mr                , "modrm8{kind=reg_direct,mod=3,reg=5,rm=7};w=1                                           ", move=3          , @modrm8          ,  16,      1, "mov edi, ebp                          "
660fb61a              ,   32,   4,       6,  8,   1,   2,   4,    ,      , movzx_b    , movzx_b               , "modrm16{kind=base,mod=0,reg=3,rm=2,b=2}                                                ", move=8          , @modrm16         ,  24,      1, "movzx bx, byte [edx]                  "
