count	shape	phase	mode	bytes	len	osz	asz	seg	rep	pfxn	op	fixg	kind	mod	reg	rm	b	x	s	disp	dispbits	modrmbits	imm	immbits	ok	text	fields
472	32:890495	2	32	890495a0f504c0	7	4	4	-	-	0	89	-	sib_abs	0	0	4	-	2	2	-1073416800	32	48	-	0	1	mov [edx*4-0x3FFB0A60], eax	op@0:8=89 mod@14:2=0 reg@11:3=0 rm@8:3=4 base@16:3=5 index@19:3=2 scale@22:2=2 disp@24:32=-1073416800
472	32:668127	2	32	668127feff	5	2	4	-	-	1	81	4	base	0	4	7	7	-	-	-	0	8	0xfffe	16	1	and word [edi], 0xFFFE	pfx@0:8=66 op@8:8=81 mod@22:2=0 reg@19:3=4 rm@16:3=7 imm@24:16=0xfffe
472	16:3bcf	1	16	3bcf	2	2	2	-	-	0	3b	-	reg_direct	3	1	7	-	-	-	-	0	8	-	0	1	cmp cx, di	op@0:8=3b mod@14:2=3 reg@11:3=1 rm@8:3=7
472	32:0958	1	32	095804	3	4	4	-	-	0	09	-	base_d8	1	3	0	0	-	-	4	8	16	-	0	1	or [eax+4], ebx	op@0:8=09 mod@14:2=1 reg@11:3=3 rm@8:3=0 disp@16:8=4
472	16:668bf7	1	16	668bf7	3	4	2	-	-	1	8b	-	reg_direct	3	6	7	-	-	-	-	0	8	-	0	1	mov esi, edi	pfx@0:8=66 op@8:8=8b mod@22:2=3 reg@19:3=6 rm@16:3=7
471	32:0f02d7	1	32	0f02d7	3	4	4	-	-	0	0f02	-	reg_direct	3	2	7	-	-	-	-	0	8	-	0	1	lar edx, edi	op@0:16=0f02 mod@22:2=3 reg@19:3=2 rm@16:3=7
471	16:8844	1	16	884413	3	2	2	-	-	0	88	-	base16_d8	1	0	4	-	-	-	19	8	16	-	0	1	mov [si+0x13], al	op@0:8=88 mod@14:2=1 reg@11:3=0 rm@8:3=4 disp@16:8=19
471	16:8844	1	16	88440a	3	2	2	-	-	0	88	-	base16_d8	1	0	4	-	-	-	10	8	16	-	0	1	mov [si+0xA], al	op@0:8=88 mod@14:2=1 reg@11:3=0 rm@8:3=4 disp@16:8=10
471	32:8ce7	1	32	8ce7	2	4	4	-	-	0	8c	-	reg_direct	3	4	7	-	-	-	-	0	8	-	0	1	mov edi, fs	op@0:8=8c mod@14:2=3 reg@11:3=4 rm@8:3=7
470	16:66268947	1	16	6626894706	5	4	2	es	-	2	89	-	base16_d8	1	0	7	-	-	-	6	8	16	-	0	1	mov [es:bx+6], eax	pfx@0:16=6626 op@16:8=89 mod@30:2=1 reg@27:3=0 rm@24:3=7 disp@32:8=6
470	16:66268947	1	16	6626894702	5	4	2	es	-	2	89	-	base16_d8	1	0	7	-	-	-	2	8	16	-	0	1	mov [es:bx+2], eax	pfx@0:16=6626 op@16:8=89 mod@30:2=1 reg@27:3=0 rm@24:3=7 disp@32:8=2
470	16:668975	1	16	66897520	4	4	2	-	-	1	89	-	base16_d8	1	6	5	-	-	-	32	8	16	-	0	1	mov [di+0x20], esi	pfx@0:8=66 op@8:8=89 mod@22:2=1 reg@19:3=6 rm@16:3=5 disp@24:8=32
469	32:6633c7	2	32	6633c7	3	2	4	-	-	1	33	-	reg_direct	3	0	7	-	-	-	-	0	8	-	0	1	xor ax, di	pfx@0:8=66 op@8:8=33 mod@22:2=3 reg@19:3=0 rm@16:3=7
469	32:8d3c06	1	32	8d3c06	3	4	4	-	-	0	8d	-	sib_base	0	7	4	6	0	0	-	0	16	-	0	1	lea edi, [esi+eax]	op@0:8=8d mod@14:2=0 reg@11:3=7 rm@8:3=4 base@16:3=6 index@19:3=0 scale@22:2=0
469	16:26395c	1	16	26395c26	4	2	2	es	-	1	39	-	base16_d8	1	3	4	-	-	-	38	8	16	-	0	1	cmp [es:si+0x26], bx	pfx@0:8=26 op@8:8=39 mod@22:2=1 reg@19:3=3 rm@16:3=4 disp@24:8=38
469	16:26395c	1	16	26395c04	4	2	2	es	-	1	39	-	base16_d8	1	3	4	-	-	-	4	8	16	-	0	1	cmp [es:si+4], bx	pfx@0:8=26 op@8:8=39 mod@22:2=1 reg@19:3=3 rm@16:3=4 disp@24:8=4
469	16:8aec	1	16	8aec	2	2	2	-	-	0	8a	-	reg_direct	3	5	4	-	-	-	-	0	8	-	0	1	mov ch, ah	op@0:8=8a mod@14:2=3 reg@11:3=5 rm@8:3=4
468	32:33d3	1	32	33d3	2	4	4	-	-	0	33	-	reg_direct	3	2	3	-	-	-	-	0	8	-	0	1	xor edx, ebx	op@0:8=33 mod@14:2=3 reg@11:3=2 rm@8:3=3
468	32:8d0c02	1	32	8d0c02	3	4	4	-	-	0	8d	-	sib_base	0	1	4	2	0	0	-	0	16	-	0	1	lea ecx, [edx+eax]	op@0:8=8d mod@14:2=0 reg@11:3=1 rm@8:3=4 base@16:3=2 index@19:3=0 scale@22:2=0
468	32:668b4441	1	32	668b4441fe	5	2	4	-	-	1	8b	-	sib_d8	1	0	4	1	0	1	-2	8	24	-	0	1	mov ax, [ecx+eax*2-2]	pfx@0:8=66 op@8:8=8b mod@22:2=1 reg@19:3=0 rm@16:3=4 base@24:3=1 index@27:3=0 scale@30:2=1 disp@32:8=-2
468	32:660fb611	1	32	660fb611	4	2	4	-	-	1	0fb6	-	base	0	2	1	1	-	-	-	0	8	-	0	1	movzx dx, byte [ecx]	pfx@0:8=66 op@8:16=0fb6 mod@30:2=0 reg@27:3=2 rm@24:3=1
466	32:89348d	1	32	89348d986a01c0	7	4	4	-	-	0	89	-	sib_abs	0	6	4	-	1	2	-1073649000	32	48	-	0	1	mov [ecx*4-0x3FFE9568], esi	op@0:8=89 mod@14:2=0 reg@11:3=6 rm@8:3=4 base@16:3=5 index@19:3=1 scale@22:2=2 disp@24:32=-1073649000
466	16:2e8b8f	1	16	2e8b8f098c	5	2	2	cs	-	1	8b	-	base16_d16	2	1	7	-	-	-	-29687	16	24	-	0	1	mov cx, [cs:bx-0x73F7]	pfx@0:8=2e op@8:8=8b mod@22:2=2 reg@19:3=1 rm@16:3=7 disp@24:16=-29687
466	16:2e8b8f	1	16	2e8b8f890b	5	2	2	cs	-	1	8b	-	base16_d16	2	1	7	-	-	-	2953	16	24	-	0	1	mov cx, [cs:bx+0xB89]	pfx@0:8=2e op@8:8=8b mod@22:2=2 reg@19:3=1 rm@16:3=7 disp@24:16=2953
466	32:0b4e	2	32	0b4e0c	3	4	4	-	-	0	0b	-	base_d8	1	1	6	6	-	-	12	8	16	-	0	1	or ecx, [esi+0xC]	op@0:8=0b mod@14:2=1 reg@11:3=1 rm@8:3=6 disp@16:8=12
466	32:8ec1	1	32	8ec1	2	4	4	-	-	0	8e	-	reg_direct	3	0	1	-	-	-	-	0	8	-	0	1	mov es, ecx	op@0:8=8e mod@14:2=3 reg@11:3=0 rm@8:3=1
466	16:6609c8	1	16	6609c8	3	4	2	-	-	1	09	-	reg_direct	3	1	0	-	-	-	-	0	8	-	0	1	or eax, ecx	pfx@0:8=66 op@8:8=09 mod@22:2=3 reg@19:3=1 rm@16:3=0
466	32:8ee1	1	32	8ee1	2	4	4	-	-	0	8e	-	reg_direct	3	4	1	-	-	-	-	0	8	-	0	1	mov fs, ecx	op@0:8=8e mod@14:2=3 reg@11:3=4 rm@8:3=1
466	16:0f20c1	1	16	0f20c1	3	2	2	-	-	0	0f20	-	reg_direct	3	0	1	-	-	-	-	0	8	-	0	1	mov ecx, cr0	op@0:16=0f20 mod@22:2=3 reg@19:3=0 rm@16:3=1
466	32:8ed9	1	32	8ed9	2	4	4	-	-	0	8e	-	reg_direct	3	3	1	-	-	-	-	0	8	-	0	1	mov ds, ecx	op@0:8=8e mod@14:2=3 reg@11:3=3 rm@8:3=1
466	32:8ed1	1	32	8ed1	2	4	4	-	-	0	8e	-	reg_direct	3	2	1	-	-	-	-	0	8	-	0	1	mov ss, ecx	op@0:8=8e mod@14:2=3 reg@11:3=2 rm@8:3=1
466	16:0f22c1	1	16	0f22c1	3	2	2	-	-	0	0f22	-	reg_direct	3	0	1	-	-	-	-	0	8	-	0	1	mov cr0, ecx	op@0:16=0f22 mod@22:2=3 reg@19:3=0 rm@16:3=1
465	16:66678b41	2	16	66678b4130	5	4	4	-	-	2	8b	-	base_d8	1	0	1	1	-	-	48	8	16	-	0	1	mov eax, [ecx+0x30]	pfx@0:16=6667 op@16:8=8b mod@30:2=1 reg@27:3=0 rm@24:3=1 disp@32:8=48
465	16:66678b41	2	16	66678b4134	5	4	4	-	-	2	8b	-	base_d8	1	0	1	1	-	-	52	8	16	-	0	1	mov eax, [ecx+0x34]	pfx@0:16=6667 op@16:8=8b mod@30:2=1 reg@27:3=0 rm@24:3=1 disp@32:8=52
464	16:3a05	1	16	3a05	2	2	2	-	-	0	3a	-	base16	0	0	5	-	-	-	-	0	8	-	0	1	cmp al, [di]	op@0:8=3a mod@14:2=0 reg@11:3=0 rm@8:3=5
464	32:893424	1	32	893424	3	4	4	-	-	0	89	-	sib_base	0	6	4	4	-	0	-	0	16	-	0	1	mov [esp], esi	op@0:8=89 mod@14:2=0 reg@11:3=6 rm@8:3=4 base@16:3=4 index@19:3=4 scale@22:2=0
464	16:262b04	1	16	262b04	3	2	2	es	-	1	2b	-	base16	0	0	4	-	-	-	-	0	8	-	0	1	sub ax, [es:si]	pfx@0:8=26 op@8:8=2b mod@22:2=0 reg@19:3=0 rm@16:3=4
463	16:0b44	1	16	0b4406	3	2	2	-	-	0	0b	-	base16_d8	1	0	4	-	-	-	6	8	16	-	0	1	or ax, [si+6]	op@0:8=0b mod@14:2=1 reg@11:3=0 rm@8:3=4 disp@16:8=6
463	16:0b44	2	16	0b4412	3	2	2	-	-	0	0b	-	base16_d8	1	0	4	-	-	-	18	8	16	-	0	1	or ax, [si+0x12]	op@0:8=0b mod@14:2=1 reg@11:3=0 rm@8:3=4 disp@16:8=18
463	16:26810e	1	16	26810e100000c0	7	2	2	es	-	1	81	1	abs16	0	1	6	-	-	-	16	16	24	0xc000	16	1	or word [es:0x10], 0xC000	pfx@0:8=26 op@8:8=81 mod@22:2=0 reg@19:3=1 rm@16:3=6 disp@24:16=16 imm@40:16=0xc000
463	16:26810e	1	16	26810e02000080	7	2	2	es	-	1	81	1	abs16	0	1	6	-	-	-	2	16	24	0x8000	16	1	or word [es:2], 0x8000	pfx@0:8=26 op@8:8=81 mod@22:2=0 reg@19:3=1 rm@16:3=6 disp@24:16=2 imm@40:16=0x8000
462	16:67668f46	1	16	67668f461c	5	4	4	-	-	2	8f	0	base_d8	1	0	6	6	-	-	28	8	16	-	0	1	pop dword [esi+0x1C]	pfx@0:16=6766 op@16:8=8f mod@30:2=1 reg@27:3=0 rm@24:3=6 disp@32:8=28
462	16:67668f46	1	16	67668f4618	5	4	4	-	-	2	8f	0	base_d8	1	0	6	6	-	-	24	8	16	-	0	1	pop dword [esi+0x18]	pfx@0:16=6766 op@16:8=8f mod@30:2=1 reg@27:3=0 rm@24:3=6 disp@32:8=24
462	32:885404	1	32	88540418	4	4	4	-	-	0	88	-	sib_d8	1	2	4	4	0	0	24	8	24	-	0	1	mov [esp+eax+0x18], dl	op@0:8=88 mod@14:2=1 reg@11:3=2 rm@8:3=4 base@16:3=4 index@19:3=0 scale@22:2=0 disp@24:8=24
462	32:663957	1	32	6639572e	4	2	4	-	-	1	39	-	base_d8	1	2	7	7	-	-	46	8	16	-	0	1	cmp [edi+0x2E], dx	pfx@0:8=66 op@8:8=39 mod@22:2=1 reg@19:3=2 rm@16:3=7 disp@24:8=46
461	16:6bc3	1	16	6bc314	3	2	2	-	-	0	6b	-	reg_direct	3	0	3	-	-	-	-	0	8	0x14	8	1	imul ax, bx, 0x14	op@0:8=6b mod@14:2=3 reg@11:3=0 rm@8:3=3 imm@16:8=0x14
461	16:6bc3	1	16	6bc30a	3	2	2	-	-	0	6b	-	reg_direct	3	0	3	-	-	-	-	0	8	0xa	8	1	imul ax, bx, 0xA	op@0:8=6b mod@14:2=3 reg@11:3=0 rm@8:3=3 imm@16:8=0xa
461	32:085d	1	32	085dfe	3	4	4	-	-	0	08	-	base_d8	1	3	5	5	-	-	-2	8	16	-	0	1	or [ebp-2], bl	op@0:8=08 mod@14:2=1 reg@11:3=3 rm@8:3=5 disp@16:8=-2
461	32:085d	1	32	085d3a	3	4	4	-	-	0	08	-	base_d8	1	3	5	5	-	-	58	8	16	-	0	1	or [ebp+0x3A], bl	op@0:8=08 mod@14:2=1 reg@11:3=3 rm@8:3=5 disp@16:8=58
461	32:8d7c38	1	32	8d7c3820	4	4	4	-	-	0	8d	-	sib_d8	1	7	4	0	7	0	32	8	24	-	0	1	lea edi, [eax+edi+0x20]	op@0:8=8d mod@14:2=1 reg@11:3=7 rm@8:3=4 base@16:3=0 index@19:3=7 scale@22:2=0 disp@24:8=32
461	32:8d7c38	2	32	8d7c3802	4	4	4	-	-	0	8d	-	sib_d8	1	7	4	0	7	0	2	8	24	-	0	1	lea edi, [eax+edi+2]	op@0:8=8d mod@14:2=1 reg@11:3=7 rm@8:3=4 base@16:3=0 index@19:3=7 scale@22:2=0 disp@24:8=2
459	16:67668b1d	1	16	67668b1d60000100	8	4	4	-	-	2	8b	-	abs32	0	3	5	-	-	-	65632	32	40	-	0	1	mov ebx, [0x10060]	pfx@0:16=6766 op@16:8=8b mod@30:2=0 reg@27:3=3 rm@24:3=5 disp@32:32=65632
458	32:0110	1	32	0110	2	4	4	-	-	0	01	-	base	0	2	0	0	-	-	-	0	8	-	0	1	add [eax], edx	op@0:8=01 mod@14:2=0 reg@11:3=2 rm@8:3=0
458	32:870c24	1	32	870c24	3	4	4	-	-	0	87	-	sib_base	0	1	4	4	-	0	-	0	16	-	0	1	xchg ecx, [esp]	op@0:8=87 mod@14:2=0 reg@11:3=1 rm@8:3=4 base@16:3=4 index@19:3=4 scale@22:2=0
456	32:6681e1	1	32	6681e100fb	5	2	4	-	-	1	81	4	reg_direct	3	4	1	-	-	-	-	0	8	0xfb00	16	1	and cx, 0xFB00	pfx@0:8=66 op@8:8=81 mod@22:2=3 reg@19:3=4 rm@16:3=1 imm@24:16=0xfb00
456	32:6681e1	1	32	6681e1f8ff	5	2	4	-	-	1	81	4	reg_direct	3	4	1	-	-	-	-	0	8	0xfff8	16	1	and cx, 0xFFF8	pfx@0:8=66 op@8:8=81 mod@22:2=3 reg@19:3=4 rm@16:3=1 imm@24:16=0xfff8
456	16:8d56	1	16	8d56fc	3	2	2	-	-	0	8d	-	base16_d8	1	2	6	-	-	-	-4	8	16	-	0	1	lea dx, [bp-4]	op@0:8=8d mod@14:2=1 reg@11:3=2 rm@8:3=6 disp@16:8=-4
456	16:8d56	1	16	8d56d4	3	2	2	-	-	0	8d	-	base16_d8	1	2	6	-	-	-	-44	8	16	-	0	1	lea dx, [bp-0x2C]	op@0:8=8d mod@14:2=1 reg@11:3=2 rm@8:3=6 disp@16:8=-44
456	16:26ff47	1	16	26ff4704	4	2	2	es	-	1	ff	0	base16_d8	1	0	7	-	-	-	4	8	16	-	0	1	inc word [es:bx+4]	pfx@0:8=26 op@8:8=ff mod@22:2=1 reg@19:3=0 rm@16:3=7 disp@24:8=4
455	32:8a5424	1	32	8a54241c	4	4	4	-	-	0	8a	-	sib_d8	1	2	4	4	-	0	28	8	24	-	0	1	mov dl, [esp+0x1C]	op@0:8=8a mod@14:2=1 reg@11:3=2 rm@8:3=4 base@16:3=4 index@19:3=4 scale@22:2=0 disp@24:8=28
455	32:8a5424	1	32	8a542403	4	4	4	-	-	0	8a	-	sib_d8	1	2	4	4	-	0	3	8	24	-	0	1	mov dl, [esp+3]	op@0:8=8a mod@14:2=1 reg@11:3=2 rm@8:3=4 base@16:3=4 index@19:3=4 scale@22:2=0 disp@24:8=3
455	32:6681ca	1	32	6681ca0104	5	2	4	-	-	1	81	1	reg_direct	3	1	2	-	-	-	-	0	8	0x401	16	1	or dx, 0x401	pfx@0:8=66 op@8:8=81 mod@22:2=3 reg@19:3=1 rm@16:3=2 imm@24:16=0x401
455	32:6681ca	1	32	6681ca8000	5	2	4	-	-	1	81	1	reg_direct	3	1	2	-	-	-	-	0	8	0x80	16	1	or dx, 0x80	pfx@0:8=66 op@8:8=81 mod@22:2=3 reg@19:3=1 rm@16:3=2 imm@24:16=0x80
455	16:8a54	1	16	8a5402	3	2	2	-	-	0	8a	-	base16_d8	1	2	4	-	-	-	2	8	16	-	0	1	mov dl, [si+2]	op@0:8=8a mod@14:2=1 reg@11:3=2 rm@8:3=4 disp@16:8=2
455	16:8a54	1	16	8a542a	3	2	2	-	-	0	8a	-	base16_d8	1	2	4	-	-	-	42	8	16	-	0	1	mov dl, [si+0x2A]	op@0:8=8a mod@14:2=1 reg@11:3=2 rm@8:3=4 disp@16:8=42
454	16:f7e9	1	16	f7e9	2	2	2	-	-	0	f7	5	reg_direct	3	5	1	-	-	-	-	0	8	-	0	1	imul cx	op@0:8=f7 mod@14:2=3 reg@11:3=5 rm@8:3=1
454	16:8bd5	1	16	8bd5	2	2	2	-	-	0	8b	-	reg_direct	3	2	5	-	-	-	-	0	8	-	0	1	mov dx, bp	op@0:8=8b mod@14:2=3 reg@11:3=2 rm@8:3=5
453	16:d0e7	1	16	d0e7	2	2	2	-	-	0	d0	4	reg_direct	3	4	7	-	-	-	-	0	8	-	0	1	shl bh, 1	op@0:8=d0 mod@14:2=3 reg@11:3=4 rm@8:3=7
453	16:394f	1	16	394f15	3	2	2	-	-	0	39	-	base16_d8	1	1	7	-	-	-	21	8	16	-	0	1	cmp [bx+0x15], cx	op@0:8=39 mod@14:2=1 reg@11:3=1 rm@8:3=7 disp@16:8=21
453	16:394f	1	16	394f02	3	2	2	-	-	0	39	-	base16_d8	1	1	7	-	-	-	2	8	16	-	0	1	cmp [bx+2], cx	op@0:8=39 mod@14:2=1 reg@11:3=1 rm@8:3=7 disp@16:8=2
453	16:2b1e	1	16	2b1e8700	4	2	2	-	-	0	2b	-	abs16	0	3	6	-	-	-	135	16	24	-	0	1	sub bx, [0x87]	op@0:8=2b mod@14:2=0 reg@11:3=3 rm@8:3=6 disp@16:16=135
453	16:2b1e	1	16	2b1eea06	4	2	2	-	-	0	2b	-	abs16	0	3	6	-	-	-	1770	16	24	-	0	1	sub bx, [0x6EA]	op@0:8=2b mod@14:2=0 reg@11:3=3 rm@8:3=6 disp@16:16=1770
450	32:0fb71441	2	32	0fb71441	4	4	4	-	-	0	0fb7	-	sib_base	0	2	4	1	0	1	-	0	16	-	0	1	movzx edx, word [ecx+eax*2]	op@0:16=0fb7 mod@22:2=0 reg@19:3=2 rm@16:3=4 base@24:3=1 index@27:3=0 scale@30:2=1
450	16:86f2	1	16	86f2	2	2	2	-	-	0	86	-	reg_direct	3	6	2	-	-	-	-	0	8	-	0	1	xchg dh, dl	op@0:8=86 mod@14:2=3 reg@11:3=6 rm@8:3=2
448	32:8b4cd0	1	32	8b4cd008	4	4	4	-	-	0	8b	-	sib_d8	1	1	4	0	2	3	8	8	24	-	0	1	mov ecx, [eax+edx*8+8]	op@0:8=8b mod@14:2=1 reg@11:3=1 rm@8:3=4 base@16:3=0 index@19:3=2 scale@22:2=3 disp@24:8=8
448	16:833c	1	16	833c00	3	2	2	-	-	0	83	7	base16	0	7	4	-	-	-	-	0	8	0x0	8	1	cmp word [si], 0	op@0:8=83 mod@14:2=0 reg@11:3=7 rm@8:3=4 imm@16:8=0x0
448	16:833c	1	16	833c28	3	2	2	-	-	0	83	7	base16	0	7	4	-	-	-	-	0	8	0x28	8	1	cmp word [si], 0x28	op@0:8=83 mod@14:2=0 reg@11:3=7 rm@8:3=4 imm@16:8=0x28
448	32:3979	1	32	39793c	3	4	4	-	-	0	39	-	base_d8	1	7	1	1	-	-	60	8	16	-	0	1	cmp [ecx+0x3C], edi	op@0:8=39 mod@14:2=1 reg@11:3=7 rm@8:3=1 disp@16:8=60
448	32:3979	1	32	39790c	3	4	4	-	-	0	39	-	base_d8	1	7	1	1	-	-	12	8	16	-	0	1	cmp [ecx+0xC], edi	op@0:8=39 mod@14:2=1 reg@11:3=7 rm@8:3=1 disp@16:8=12
448	32:668bc7	1	32	668bc7	3	2	4	-	-	1	8b	-	reg_direct	3	0	7	-	-	-	-	0	8	-	0	1	mov ax, di	pfx@0:8=66 op@8:8=8b mod@22:2=3 reg@19:3=0 rm@16:3=7
448	16:8cc9	1	16	8cc9	2	2	2	-	-	0	8c	-	reg_direct	3	1	1	-	-	-	-	0	8	-	0	1	mov cx, cs	op@0:8=8c mod@14:2=3 reg@11:3=1 rm@8:3=1
446	32:669d	1	32	669d	2	2	4	-	-	1	9d	-	-	-	-	-	-	-	-	-	0	0	-	0	1	popfw	pfx@0:8=66 op@8:8=9d
446	32:669c	1	32	669c	2	2	4	-	-	1	9c	-	-	-	-	-	-	-	-	-	0	0	-	0	1	pushfw	pfx@0:8=66 op@8:8=9c
446	32:1bf6	1	32	1bf6	2	4	4	-	-	0	1b	-	reg_direct	3	6	6	-	-	-	-	0	8	-	0	1	sbb esi, esi	op@0:8=1b mod@14:2=3 reg@11:3=6 rm@8:3=6
446	32:3902	1	32	3902	2	4	4	-	-	0	39	-	base	0	0	2	2	-	-	-	0	8	-	0	1	cmp [edx], eax	op@0:8=39 mod@14:2=0 reg@11:3=0 rm@8:3=2
446	16:3bd1	1	16	3bd1	2	2	2	-	-	0	3b	-	reg_direct	3	2	1	-	-	-	-	0	8	-	0	1	cmp dx, cx	op@0:8=3b mod@14:2=3 reg@11:3=2 rm@8:3=1
444	32:0fb657	1	32	0fb65755	4	4	4	-	-	0	0fb6	-	base_d8	1	2	7	7	-	-	85	8	16	-	0	1	movzx edx, byte [edi+0x55]	op@0:16=0fb6 mod@22:2=1 reg@19:3=2 rm@16:3=7 disp@24:8=85
444	32:0fb657	1	32	0fb65705	4	4	4	-	-	0	0fb6	-	base_d8	1	2	7	7	-	-	5	8	16	-	0	1	movzx edx, byte [edi+5]	op@0:16=0fb6 mod@22:2=1 reg@19:3=2 rm@16:3=7 disp@24:8=5
444	16:8db6	1	16	8db6fcfe	4	2	2	-	-	0	8d	-	base16_d16	2	6	6	-	-	-	-260	16	24	-	0	1	lea si, [bp-0x104]	op@0:8=8d mod@14:2=2 reg@11:3=6 rm@8:3=6 disp@16:16=-260
443	32:8d4c01	1	32	8d4c01d0	4	4	4	-	-	0	8d	-	sib_d8	1	1	4	1	0	0	-48	8	24	-	0	1	lea ecx, [ecx+eax-0x30]	op@0:8=8d mod@14:2=1 reg@11:3=1 rm@8:3=4 base@16:3=1 index@19:3=0 scale@22:2=0 disp@24:8=-48
443	32:8d4c01	1	32	8d4c01ff	4	4	4	-	-	0	8d	-	sib_d8	1	1	4	1	0	0	-1	8	24	-	0	1	lea ecx, [ecx+eax-1]	op@0:8=8d mod@14:2=1 reg@11:3=1 rm@8:3=4 base@16:3=1 index@19:3=0 scale@22:2=0 disp@24:8=-1
443	16:2666a3	1	16	2666a36c00	5	4	2	es	-	2	a3	-	-	-	-	-	-	-	-	-	0	0	0x6c	16	1	mov [es:0x6C], eax	pfx@0:16=2666 op@16:8=a3 imm@24:16=0x6c
443	16:2666a3	1	16	2666a3d0f8	5	4	2	es	-	2	a3	-	-	-	-	-	-	-	-	-	0	0	0xf8d0	16	1	mov [es:0xF8D0], eax	pfx@0:16=2666 op@16:8=a3 imm@24:16=0xf8d0
443	32:0178	1	32	017808	3	4	4	-	-	0	01	-	base_d8	1	7	0	0	-	-	8	8	16	-	0	1	add [eax+8], edi	op@0:8=01 mod@14:2=1 reg@11:3=7 rm@8:3=0 disp@16:8=8
442	32:38f8	2	32	38f8	2	4	4	-	-	0	38	-	reg_direct	3	7	0	-	-	-	-	0	8	-	0	1	cmp al, bh	op@0:8=38 mod@14:2=3 reg@11:3=7 rm@8:3=0
