bytes                   , mode, len,    count, at, pfx, osz, asz, seg, rep  , variant    , arm                   , args                                                                                      , res             , end_expr         , end, end_ok, text
6b44240404              ,   32,   5,        1,  0,   0,   4,   4,    ,      , imul_rmib  , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , "imul eax, [esp+4], 4                    "
0fb7d5                  ,   32,   3,        1,  0,   0,   4,   4,    ,      , movzx_w    , movzx_w               , "modrm16{kind=reg_direct,mod=3,reg=2,rm=5}                                                 ", move=8          , @modrm16         ,  24,      1, "movzx edx, bp                           "
8d4c29d4                ,   32,   4,        1,  0,   0,   4,   4,    ,      , lea        , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , "lea ecx, [ecx+ebp-0x2C]                 "
660107                  ,   32,   3,        1,  8,   1,   2,   4,    ,      , add_mr     , add_mr                , "modrm8{kind=base,mod=0,reg=0,rm=7,b=7};w=1                                                ", alu=3           , @modrm8          ,  16,      1, "add [edi], ax                           "
8d74713a                ,   32,   4,        1,  0,   0,   4,   4,    ,      , lea        , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , "lea esi, [ecx+esi*2+0x3A]               "
2e668b5502              ,   16,   5,        1, 16,   2,   4,   2, cs ,      , mov_rm     , mov_rm                , "modrm8{kind=base16_d8,mod=1,reg=2,rm=5,disp=2@32:8};w=1                                   ", move=2          , @modrm8          ,  24,      1, "mov edx, [cs:di+2]                      "
0fb78d60ffffff          ,   32,   7,        1,  0,   0,   4,   4,    ,      , movzx_w    , movzx_w               , "modrm16{kind=base_d32,mod=2,reg=1,rm=5,b=5,disp=-160@24:32}                               ", move=8          , @modrm16         ,  56,      1, "movzx ecx, word [ebp-0xA0]              "
660fb7d0                ,   16,   4,        1,  8,   1,   4,   2,    ,      , movzx_w    , movzx_w               , "modrm16{kind=reg_direct,mod=3,reg=2,rm=0}                                                 ", move=8          , @modrm16         ,  24,      1, "movzx edx, ax                           "
f6760d                  ,   16,   3,        1,  0,   0,   2,   2,    ,      , div_m      , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , div byte [bp+0xD]
6639c7                  ,   32,   3,        1,  8,   1,   2,   4,    ,      , cmp_mr     , cmp_mr                , "modrm8{kind=reg_direct,mod=3,reg=0,rm=7};w=1                                              ", alu=4           , @modrm8          ,  16,      1, "cmp di, ax                              "
3b5cb802                ,   32,   4,        1,  0,   0,   4,   4,    ,      , cmp_rm     , cmp_rm                , "modrm8{kind=sib_d8,mod=1,reg=3,rm=4,b=0,x=7,s=2,disp=2@24:8};w=1                          ", alu=4           , @modrm8          ,  32,      1, "cmp ebx, [eax+edi*4+2]                  "
0fb6c4                  ,   16,   3,        1,  0,   0,   2,   2,    ,      , movzx_b    , movzx_b               , "modrm16{kind=reg_direct,mod=3,reg=0,rm=4}                                                 ", move=8          , @modrm16         ,  24,      1, "movzx ax, ah                            "
66396f08                ,   32,   4,        1,  8,   1,   2,   4,    ,      , cmp_mr     , cmp_mr                , "modrm8{kind=base_d8,mod=1,reg=5,rm=7,b=7,disp=8@24:8};w=1                                 ", alu=4           , @modrm8          ,  24,      1, "cmp [edi+8], bp                         "
2b0a                    ,   32,   2,        1,  0,   0,   4,   4,    ,      , sub_rm     , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , "sub ecx, [edx]                          "
81ce9000                ,   16,   4,        1,  0,   0,   2,   2,    ,      , or_miz     , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , "or si, 0x90                             "
6681f15555              ,   32,   5,        1,  8,   1,   2,   4,    ,      , xor_miz    , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , "xor cx, 0x5555                          "
6689d9                  ,   16,   3,        1,  8,   1,   4,   2,    ,      , mov_mr     , mov_mr                , "modrm8{kind=reg_direct,mod=3,reg=3,rm=1};w=1                                              ", move=3          , @modrm8          ,  16,      1, "mov ecx, ebx                            "
2667668b4807            ,   16,   6,        1, 24,   3,   4,   4, es ,      , mov_rm     , mov_rm                , "modrm8{kind=base_d8,mod=1,reg=1,rm=0,b=0,disp=7@40:8};w=1                                 ", move=2          , @modrm8          ,  24,      1, "mov ecx, [es:eax+7]                     "
0fb3c7                  ,   32,   3,        1,  0,   0,   4,   4,    ,      , btr_mr     , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , "btr edi, eax                            "
8afc                    ,   32,   2,        1,  0,   0,   4,   4,    ,      , mov_rm     , mov_rm:reg_direct     , "modrm8{kind=reg_direct,mod=3,reg=7,rm=4}                                                  ", move=1          , @modrm8          ,  16,      1, "mov bh, ah                              "
02cb                    ,   32,   2,        1,  0,   0,   4,   4,    ,      , add_rm     , add_rm                , "modrm8{kind=reg_direct,mod=3,reg=1,rm=3};w=0                                              ", alu=3           , @modrm8          ,  16,      1, "add cl, bl                              "
2e2b3efb14              ,   16,   5,        1,  8,   1,   2,   2, cs ,      , sub_rm     , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , "sub di, [cs:0x14FB]                     "
8ce3                    ,   16,   2,        1,  0,   0,   2,   2,    ,      , mov_msreg  , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , "mov bx, fs                              "
368e168605              ,   16,   5,        1,  8,   1,   2,   2, ss ,      , mov_sregm  , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , "mov ss, [ss:0x586]                      "
01c6                    ,   32,   2,        1,  0,   0,   4,   4,    ,      , add_mr     , add_mr                , "modrm8{kind=reg_direct,mod=3,reg=0,rm=6};w=1                                              ", alu=3           , @modrm8          ,  16,      1, "add esi, eax                            "
660175fe                ,   32,   4,        1,  8,   1,   2,   4,    ,      , add_mr     , add_mr                , "modrm8{kind=base_d8,mod=1,reg=6,rm=5,b=5,disp=-2@24:8};w=1                                ", alu=3           , @modrm8          ,  24,      1, "add [ebp-2], si                         "
8d9fc201                ,   16,   4,        1,  0,   0,   2,   2,    ,      , lea        , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , "lea bx, [bx+0x1C2]                      "
0bda                    ,   16,   2,        1,  0,   0,   2,   2,    ,      , or_rm      , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , "or bx, dx                               "
8d5b0e                  ,   32,   3,        1,  0,   0,   4,   4,    ,      , lea        , lea:base_d8           , "modrm8{kind=base_d8,mod=1,reg=3,rm=3,b=3,disp=14@16:8}                                    ", move=5          , @modrm8          ,  24,      1, "lea ebx, [ebx+0xE]                      "
1ad2                    ,   32,   2,        1,  0,   0,   4,   4,    ,      , sbb_rm     , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , "sbb dl, dl                              "
662689360413            ,   16,   6,        1, 16,   2,   4,   2, es ,      , mov_mr     , mov_mr                , "modrm8{kind=abs16,mod=0,reg=6,rm=6,disp=4868@32:16};w=1                                   ", move=3          , @modrm8          ,  32,      1, "mov [es:0x1304], esi                    "
676626894830            ,   16,   6,        1, 24,   3,   4,   4, es ,      , mov_mr     , mov_mr                , "modrm8{kind=base_d8,mod=1,reg=1,rm=0,b=0,disp=48@40:8};w=1                                ", move=3          , @modrm8          ,  24,      1, "mov [es:eax+0x30], ecx                  "
3901                    ,   16,   2,        1,  0,   0,   2,   2,    ,      , cmp_mr     , cmp_mr                , "modrm8{kind=base16,mod=0,reg=0,rm=1};w=1                                                  ", alu=4           , @modrm8          ,  16,      1, "cmp [bx+di], ax                         "
290c24                  ,   32,   3,        1,  0,   0,   4,   4,    ,      , sub_mr     , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , "sub [esp], ecx                          "
0fbc442414              ,   32,   5,        1,  0,   0,   4,   4,    ,      , bsf        , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , "bsf eax, [esp+0x14]                     "
237df8                  ,   32,   3,        1,  0,   0,   4,   4,    ,      , and_rm     , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , "and edi, [ebp-8]                        "
2689260200              ,   16,   5,        1,  8,   1,   2,   2, es ,      , mov_mr     , mov_mr                , "modrm8{kind=abs16,mod=0,reg=4,rm=6,disp=2@24:16};w=1                                      ", move=3          , @modrm8          ,  32,      1, "mov [es:2], sp                          "
64ff360e00              ,   16,   5,        1,  8,   1,   2,   2, fs ,      , push_m     , push_m                , "modrm8{kind=abs16,mod=0,reg=6,rm=6,disp=14@24:16}                                         ", stack=3         , @modrm8          ,  32,      1, push word [fs:0xE]
66648b4216              ,   32,   5,        1, 16,   2,   2,   4, fs ,      , mov_rm     , mov_rm                , "modrm8{kind=base_d8,mod=1,reg=0,rm=2,b=2,disp=22@32:8};w=1                                ", move=2          , @modrm8          ,  24,      1, "mov ax, [fs:edx+0x16]                   "
f6041a02                ,   32,   4,        1,  0,   0,   4,   4,    ,      , test_mi    , test_mi               , "modrm8{kind=sib_base,mod=0,reg=0,rm=4,b=2,x=3,s=0};imm=0x2@24:8;w=0                       ", alu=7           , @modrm8 + sz*8   ,  32,      1, "test byte [edx+ebx], 2                  "
6683581c00              ,   32,   5,        1,  8,   1,   2,   4,    ,      , sbb_mis    , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , "sbb word [eax+0x1C], 0                  "
86df                    ,   16,   2,        1,  0,   0,   2,   2,    ,      , xchg_mr    , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , "xchg bl, bh                             "
8d0c36                  ,   32,   3,        1,  0,   0,   4,   4,    ,      , lea        , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , "lea ecx, [esi+esi]                      "
660f01168004            ,   16,   6,        1,  8,   1,   4,   2,    ,      , lgdt       , lgdt                  , "modrm16{kind=abs16,mod=0,reg=2,rm=6,disp=1152@32:16}                                      ", priv=5          , @modrm16         ,  40,      1, o32 lgdt [0x480]
08d1                    ,   32,   2,        1,  0,   0,   4,   4,    ,      , or_mr      , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , "or cl, dl                               "
8d3cb8                  ,   32,   3,        1,  0,   0,   4,   4,    ,      , lea        , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , "lea edi, [eax+edi*4]                    "
8d54d804                ,   32,   4,        1,  0,   0,   4,   4,    ,      , lea        , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , "lea edx, [eax+ebx*8+4]                  "
0fbaea17                ,   32,   4,        1,  0,   0,   4,   4,    ,      , bts_mi     , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , "bts edx, 0x17                           "
26f60460                ,   16,   4,        1,  8,   1,   2,   2, es ,      , test_mi    , test_mi               , "modrm8{kind=base16,mod=0,reg=0,rm=4};imm=0x60@24:8;w=0                                    ", alu=7           , @modrm8 + sz*8   ,  24,      1, "test byte [es:si], 0x60                 "
6766268b5238            ,   16,   6,        1, 24,   3,   4,   4, es ,      , mov_rm     , mov_rm                , "modrm8{kind=base_d8,mod=1,reg=2,rm=2,b=2,disp=56@40:8};w=1                                ", move=2          , @modrm8          ,  24,      1, "mov edx, [es:edx+0x38]                  "
808c87b300000040        ,   32,   8,        1,  0,   0,   4,   4,    ,      , or_mi8     , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , "or byte [edi+eax*4+0xB3], 0x40          "
3909                    ,   32,   2,        1,  0,   0,   4,   4,    ,      , cmp_mr     , cmp_mr                , "modrm8{kind=base,mod=0,reg=1,rm=1,b=1};w=1                                                ", alu=4           , @modrm8          ,  16,      1, "cmp [ecx], ecx                          "
8787f4050000            ,   32,   6,        1,  0,   0,   4,   4,    ,      , xchg_mr    , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , "xchg eax, [edi+0x5F4]                   "
83249700                ,   32,   4,        1,  0,   0,   4,   4,    ,      , and_mis    , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , "and dword [edi+edx*4], 0                "
6726890d03000000        ,   16,   8,        1, 16,   2,   2,   4, es ,      , mov_mr     , mov_mr                , "modrm8{kind=abs32,mod=0,reg=1,rm=5,disp=3@32:32};w=1                                      ", move=3          , @modrm8          ,  48,      1, "mov [es:3], cx                          "
66c704ffff0000          ,   16,   7,        1,  8,   1,   4,   2,    ,      , mov_miz    , mov_miz               , "modrm8{kind=base16,mod=0,reg=0,rm=4};immz=0xffff@24:32                                    ", move=4          , @modrm8 + p.osz*8,  48,      1, "mov dword [si], 0xFFFF                  "
658b00                  ,   32,   3,        1,  8,   1,   4,   4, gs ,      , mov_rm     , mov_rm                , "modrm8{kind=base,mod=0,reg=0,rm=0,b=0};w=1                                                ", move=2          , @modrm8          ,  16,      1, "mov eax, [gs:eax]                       "
8d44b274                ,   32,   4,        1,  0,   0,   4,   4,    ,      , lea        , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , "lea eax, [edx+esi*4+0x74]               "
26668b0d                ,   16,   4,        1, 16,   2,   4,   2, es ,      , mov_rm     , mov_rm                , "modrm8{kind=base16,mod=0,reg=1,rm=5};w=1                                                  ", move=2          , @modrm8          ,  16,      1, "mov ecx, [es:di]                        "
0fb70408                ,   32,   4,        1,  0,   0,   4,   4,    ,      , movzx_w    , movzx_w               , "modrm16{kind=sib_base,mod=0,reg=0,rm=4,b=0,x=1,s=0}                                       ", move=8          , @modrm16         ,  32,      1, "movzx eax, word [eax+ecx]               "
6780b87401000000        ,   16,   8,        1,  8,   1,   2,   4,    ,      , cmp_mi8    , cmp_mi8               , "modrm8{kind=base_d32,mod=2,reg=7,rm=0,b=0,disp=372@24:32};imm8=0x0@56:8                   ", alu=4           , @modrm8 + 8      ,  56,      1, "cmp byte [eax+0x174], 0                 "
8abb96040000            ,   32,   6,        1,  0,   0,   4,   4,    ,      , mov_rm     , mov_rm                , "modrm8{kind=base_d32,mod=2,reg=7,rm=3,b=3,disp=1174@16:32};w=0                            ", move=2          , @modrm8          ,  48,      1, "mov bh, [ebx+0x496]                     "
392f                    ,   32,   2,        1,  0,   0,   4,   4,    ,      , cmp_mr     , cmp_mr                , "modrm8{kind=base,mod=0,reg=5,rm=7,b=7};w=1                                                ", alu=4           , @modrm8          ,  16,      1, "cmp [edi], ebp                          "
2666891e548c            ,   16,   6,        1, 16,   2,   4,   2, es ,      , mov_mr     , mov_mr                , "modrm8{kind=abs16,mod=0,reg=3,rm=6,disp=-29612@32:16};w=1                                 ", move=3          , @modrm8          ,  32,      1, "mov [es:0x8C54], ebx                    "
2eff356c97fcbf          ,   32,   7,        1,  8,   1,   4,   4, cs ,      , push_m     , push_m                , "modrm8{kind=abs32,mod=0,reg=6,rm=5,disp=-1073965204@24:32}                                ", stack=3         , @modrm8          ,  48,      1, push dword [cs:0xBFFC976C]
6689f5                  ,   16,   3,        1,  8,   1,   4,   2,    ,      , mov_mr     , mov_mr                , "modrm8{kind=reg_direct,mod=3,reg=6,rm=5};w=1                                              ", move=3          , @modrm8          ,  16,      1, "mov ebp, esi                            "
1b573e                  ,   16,   3,        1,  0,   0,   2,   2,    ,      , sbb_rm     , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , "sbb dx, [bx+0x3E]                       "
0f22e0                  ,   32,   3,        1,  0,   0,   4,   4,    ,      , mov_to_cr  , mov_to_cr:reg_direct  , "modrm16{kind=reg_direct,mod=3,reg=4,rm=0}                                                 ", priv=8          , @modrm16         ,  24,      1, "mov cr4, eax                            "
6689443703              ,   32,   5,        1,  8,   1,   2,   4,    ,      , mov_mr     , mov_mr                , "modrm8{kind=sib_d8,mod=1,reg=0,rm=4,b=7,x=6,s=0,disp=3@32:8};w=1                          ", move=3          , @modrm8          ,  32,      1, "mov [edi+esi+3], ax                     "
2e66034406              ,   16,   5,        1, 16,   2,   4,   2, cs ,      , add_rm     , add_rm                , "modrm8{kind=base16_d8,mod=1,reg=0,rm=4,disp=6@32:8};w=1                                   ", alu=3           , @modrm8          ,  24,      1, "add eax, [cs:si+6]                      "
26315708                ,   16,   4,        1,  8,   1,   2,   2, es ,      , xor_mr     , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , "xor [es:bx+8], dx                       "
8d540303                ,   32,   4,        1,  0,   0,   4,   4,    ,      , lea        , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , "lea edx, [ebx+eax+3]                    "
6626813eeaff434f4d50    ,   16,  10,        1, 16,   2,   4,   2, es ,      , cmp_miz    , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , "cmp dword [es:0xFFEA], 0x504D4F43       "
2e8b7402                ,   16,   4,        1,  8,   1,   2,   2, cs ,      , mov_rm     , mov_rm                , "modrm8{kind=base16_d8,mod=1,reg=6,rm=4,disp=2@24:8};w=1                                   ", move=2          , @modrm8          ,  24,      1, "mov si, [cs:si+2]                       "
67668909                ,   16,   4,        1, 16,   2,   4,   4,    ,      , mov_mr     , mov_mr                , "modrm8{kind=base,mod=0,reg=1,rm=1,b=1};w=1                                                ", move=3          , @modrm8          ,  16,      1, "mov [ecx], ecx                          "
662907                  ,   32,   3,        1,  8,   1,   2,   4,    ,      , sub_mr     , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , "sub [edi], ax                           "
004dff                  ,   16,   3,        1,  0,   0,   2,   2,    ,      , add_mr     , add_mr                , "modrm8{kind=base16_d8,mod=1,reg=1,rm=5,disp=-1@16:8};w=0                                  ", alu=3           , @modrm8          ,  24,      1, "add [di-1], cl                          "
0fb612                  ,   32,   3,        1,  0,   0,   4,   4,    ,      , movzx_b    , movzx_b               , "modrm16{kind=base,mod=0,reg=2,rm=2,b=2}                                                   ", move=8          , @modrm16         ,  24,      1, "movzx edx, byte [edx]                   "
0fb35044                ,   32,   4,        1,  0,   0,   4,   4,    ,      , btr_mr     , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , "btr [eax+0x44], edx                     "
660facde08              ,   16,   5,        1,  8,   1,   4,   2,    ,      , shrd_i     , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , "shrd esi, ebx, 8                        "
0903                    ,   32,   2,        1,  0,   0,   4,   4,    ,      , or_mr      , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , "or [ebx], eax                           "
0a5f56                  ,   32,   3,        1,  0,   0,   4,   4,    ,      , or_rm      , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , "or bl, [edi+0x56]                       "
8d7cd804                ,   32,   4,        1,  0,   0,   4,   4,    ,      , lea        , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , "lea edi, [eax+ebx*8+4]                  "
2689918628              ,   16,   5,        1,  8,   1,   2,   2, es ,      , mov_mr     , mov_mr                , "modrm8{kind=base16_d16,mod=2,reg=2,rm=1,disp=10374@24:16};w=1                             ", move=3          , @modrm8          ,  32,      1, "mov [es:bx+di+0x2886], dx               "
8dac24a4000000          ,   32,   7,        1,  0,   0,   4,   4,    ,      , lea        , lea:sib_d32           , "modrm8{kind=sib_d32,mod=2,reg=5,rm=4,b=4,s=0,disp=164@24:32}                              ", move=5          , @modrm8          ,  56,      1, "lea ebp, [esp+0xA4]                     "
66877a2c                ,   32,   4,        1,  8,   1,   2,   4,    ,      , xchg_mr    , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , "xchg di, [edx+0x2C]                     "
2805ffff0f00            ,   32,   6,        1,  0,   0,   4,   4,    ,      , sub_mr     , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , "sub [0xFFFFF], al                       "
67662b5f08              ,   16,   5,        1, 16,   2,   4,   4,    ,      , sub_rm     , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , "sub ebx, [edi+8]                        "
662e89166605            ,   16,   6,        1, 16,   2,   4,   2, cs ,      , mov_mr     , mov_mr                , "modrm8{kind=abs16,mod=0,reg=2,rm=6,disp=1382@32:16};w=1                                   ", move=3          , @modrm8          ,  32,      1, "mov [cs:0x566], edx                     "
6609cf                  ,   16,   3,        1,  8,   1,   4,   2,    ,      , or_mr      , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , "or edi, ecx                             "
8d0486                  ,   32,   3,        1,  0,   0,   4,   4,    ,      , lea        , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , "lea eax, [esi+eax*4]                    "
d93c                    ,   16,   2,        1,  0,   0,   2,   2,    ,      , fnstcw     , fnstcw                , "modrm8{kind=base16,mod=0,reg=7,rm=4}                                                      ", fpu=3           , @modrm8          ,  16,      1, fnstcw [si]
668b4c1604              ,   32,   5,        1,  8,   1,   2,   4,    ,      , mov_rm     , mov_rm                , "modrm8{kind=sib_d8,mod=1,reg=1,rm=4,b=6,x=2,s=0,disp=4@32:8};w=1                          ", move=2          , @modrm8          ,  32,      1, "mov cx, [esi+edx+4]                     "
015308                  ,   32,   3,        1,  0,   0,   4,   4,    ,      , add_mr     , add_mr                , "modrm8{kind=base_d8,mod=1,reg=2,rm=3,b=3,disp=8@16:8};w=1                                 ", alu=3           , @modrm8          ,  24,      1, "add [ebx+8], edx                        "
3e894600                ,   16,   4,        1,  8,   1,   2,   2, ds ,      , mov_mr     , mov_mr                , "modrm8{kind=base16_d8,mod=1,reg=0,rm=6,disp=0@24:8};w=1                                   ", move=3          , @modrm8          ,  24,      1, "mov [ds:bp], ax                         "
2e800e300740            ,   16,   6,        1,  8,   1,   2,   2, cs ,      , or_mi8     , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , "or byte [cs:0x730], 0x40                "
26670f015008            ,   16,   6,        1, 16,   2,   2,   4, es ,      , lgdt       , lgdt                  , "modrm16{kind=base_d8,mod=1,reg=2,rm=0,b=0,disp=8@40:8}                                    ", priv=5          , @modrm16         ,  32,      1, lgdt [es:eax+8]
6689744310              ,   32,   5,        1,  8,   1,   2,   4,    ,      , mov_mr     , mov_mr                , "modrm8{kind=sib_d8,mod=1,reg=6,rm=4,b=3,x=0,s=1,disp=16@32:8};w=1                         ", move=3          , @modrm8          ,  32,      1, "mov [ebx+eax*2+0x10], si                "
888f9804                ,   16,   4,        1,  0,   0,   2,   2,    ,      , mov_mr     , mov_mr                , "modrm8{kind=base16_d16,mod=2,reg=1,rm=7,disp=1176@16:16};w=0                              ", move=3          , @modrm8          ,  32,      1, "mov [bx+0x498], cl                      "
6766895c2404            ,   16,   6,        1, 16,   2,   4,   4,    ,      , mov_mr     , mov_mr                , "modrm8{kind=sib_d8,mod=1,reg=3,rm=4,b=4,s=0,disp=4@40:8};w=1                              ", move=3          , @modrm8          ,  32,      1, "mov [esp+4], ebx                        "
0f011e8604              ,   16,   5,        1,  0,   0,   2,   2,    ,      , lidt       , lidt                  , "modrm16{kind=abs16,mod=0,reg=3,rm=6,disp=1158@24:16}                                      ", priv=6          , @modrm16         ,  40,      1, lidt [0x486]
2e8995f021              ,   16,   5,        1,  8,   1,   2,   2, cs ,      , mov_mr     , mov_mr                , "modrm8{kind=base16_d16,mod=2,reg=2,rm=5,disp=8688@24:16};w=1                              ", move=3          , @modrm8          ,  32,      1, "mov [cs:di+0x21F0], dx                  "
0fb739                  ,   32,   3,        1,  0,   0,   4,   4,    ,      , movzx_w    , movzx_w               , "modrm16{kind=base,mod=0,reg=7,rm=1,b=1}                                                   ", move=8          , @modrm16         ,  24,      1, "movzx edi, word [ecx]                   "
66898d4cffffff          ,   32,   7,        1,  8,   1,   2,   4,    ,      , mov_mr     , mov_mr                , "modrm8{kind=base_d32,mod=2,reg=1,rm=5,b=5,disp=-180@24:32};w=1                            ", move=3          , @modrm8          ,  48,      1, "mov [ebp-0xB4], cx                      "
67668b0f                ,   16,   4,        1, 16,   2,   4,   4,    ,      , mov_rm     , mov_rm                , "modrm8{kind=base,mod=0,reg=1,rm=7,b=7};w=1                                                ", move=2          , @modrm8          ,  16,      1, "mov ecx, [edi]                          "
32066a07                ,   16,   4,        1,  0,   0,   2,   2,    ,      , xor_rm     , xor_rm                , "modrm8{kind=abs16,mod=0,reg=0,rm=6,disp=1898@16:16};w=0                                   ", alu=5           , @modrm8          ,  32,      1, "xor al, [0x76A]                         "
8bb6bcfe                ,   16,   4,        1,  0,   0,   2,   2,    ,      , mov_rm     , mov_rm                , "modrm8{kind=base16_d16,mod=2,reg=6,rm=6,disp=-324@16:16};w=1                              ", move=2          , @modrm8          ,  32,      1, "mov si, [bp-0x144]                      "
ca0800                  ,   32,   3,        1,  0,   0,   4,   4,    ,      , retf_i     , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , retf 8
6689044d8c0a03c0        ,   32,   8,        1,  8,   1,   2,   4,    ,      , mov_mr     , mov_mr                , "modrm8{kind=sib_abs,mod=0,reg=0,rm=4,x=1,s=1,disp=-1073542516@32:32};w=1                  ", move=3          , @modrm8          ,  56,      1, "mov [ecx*2-0x3FFCF574], ax              "
19d0                    ,   32,   2,        1,  0,   0,   4,   4,    ,      , sbb_mr     , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , "sbb eax, edx                            "
6664894604              ,   32,   5,        1, 16,   2,   2,   4, fs ,      , mov_mr     , mov_mr                , "modrm8{kind=base_d8,mod=1,reg=0,rm=6,b=6,disp=4@32:8};w=1                                 ", move=3          , @modrm8          ,  24,      1, "mov [fs:esi+4], ax                      "
83641e1400              ,   32,   5,        1,  0,   0,   4,   4,    ,      , and_mis    , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , "and dword [esi+ebx+0x14], 0             "
32640b                  ,   16,   3,        1,  0,   0,   2,   2,    ,      , xor_rm     , xor_rm                , "modrm8{kind=base16_d8,mod=1,reg=4,rm=4,disp=11@16:8};w=0                                  ", alu=5           , @modrm8          ,  24,      1, "xor ah, [si+0xB]                        "
8107c3000000            ,   32,   6,        1,  0,   0,   4,   4,    ,      , add_miz    , add_miz               , "modrm8{kind=base,mod=0,reg=0,rm=7,b=7};immz=0xc3@16:32                                    ", alu=3           , @modrm8 + p.osz*8,  48,      1, "add dword [edi], 0xC3                   "
6766c745e840530000      ,   16,   9,        1, 16,   2,   4,   4,    ,      , mov_miz    , mov_miz               , "modrm8{kind=base_d8,mod=1,reg=0,rm=5,b=5,disp=-24@32:8};immz=0x5340@40:32                 ", move=4          , @modrm8 + p.osz*8,  56,      1, "mov dword [ebp-0x18], 0x5340            "
66813eeaff434f4d50      ,   16,   9,        1,  8,   1,   4,   2,    ,      , cmp_miz    , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , "cmp dword [0xFFEA], 0x504D4F43          "
2667668b0e              ,   16,   5,        1, 24,   3,   4,   4, es ,      , mov_rm     , mov_rm                , "modrm8{kind=base,mod=0,reg=1,rm=6,b=6};w=1                                                ", move=2          , @modrm8          ,  16,      1, "mov ecx, [es:esi]                       "
660fb67d08              ,   32,   5,        1,  8,   1,   2,   4,    ,      , movzx_b    , movzx_b               , "modrm16{kind=base_d8,mod=1,reg=7,rm=5,b=5,disp=8@32:8}                                    ", move=8          , @modrm16         ,  32,      1, "movzx di, byte [ebp+8]                  "
26a332d5f5bf            ,   32,   6,        1,  8,   1,   4,   4, es ,      , mov_moffs_a, mov_moffs_a           , moffs=0xbff5d532@16:32;w=1                                                                , move=7          , 8 + p.asz*8      ,  40,      1, "mov [es:0xBFF5D532], eax                "
668cd1                  ,   16,   3,        1,  8,   1,   4,   2,    ,      , mov_msreg  , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , "mov ecx, ss                             "
6683bafe000000ff        ,   32,   8,        1,  8,   1,   2,   4,    ,      , cmp_mis    , cmp_mis               , "modrm8{kind=base_d32,mod=2,reg=7,rm=2,b=2,disp=254@24:32};imm8=0xff@56:8                  ", alu=4           , @modrm8 + 8      ,  56,      1, "cmp word [edx+0xFE], 0xFFFF             "
268c160400              ,   16,   5,        1,  8,   1,   2,   2, es ,      , mov_msreg  , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , "mov [es:4], ss                          "
668b7401                ,   16,   4,        1,  8,   1,   4,   2,    ,      , mov_rm     , mov_rm                , "modrm8{kind=base16_d8,mod=1,reg=6,rm=4,disp=1@24:8};w=1                                   ", move=2          , @modrm8          ,  24,      1, "mov esi, [si+1]                         "
